Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Damage,Annual_Premium,Vintage,VAge1,VAge2,VAge3,VPolicy0,VPolicy1,VPolicy2,VPolicy3,Response
0,45,1,8,1,0,39382,74,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,21,1,8,0,0,36260,165,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,46,1,28,1,0,33586,236,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,25,1,36,1,0,40442,150,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,74,1,28,0,1,46051,140,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,48,1,36,0,1,25781,43,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,24,1,49,0,1,29755,10,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,35,1,28,1,0,37101,241,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,26,1,9,1,0,32908,265,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,47,1,28,0,0,33932,110,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,27,1,21,1,0,29749,202,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,23,1,27,0,0,25584,70,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,36,1,46,0,1,2630,132,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0,24,1,47,1,0,17026,254,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,26,1,28,0,1,36734,298,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,23,1,15,1,0,48424,220,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,74,1,28,0,1,64700,161,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,46,1,35,0,1,26279,231,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,31,1,30,1,0,21591,258,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,24,1,36,1,0,31777,223,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,27,1,15,0,1,37122,196,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,48,1,8,0,1,2630,165,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,58,1,28,0,1,57895,29,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,72,1,28,0,1,30040,239,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,22,1,30,0,0,26500,15,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,33,1,28,1,0,42319,222,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,108,1,10,0,1,27265,273,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,34,1,43,0,1,30686,198,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0,24,1,24,0,1,65254,98,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,31,1,18,1,0,28517,193,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,30,1,2,1,0,2630,294,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,23,1,21,1,0,28320,233,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,50,1,1,0,1,2630,174,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,57,1,8,0,1,2630,264,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0,42,1,29,0,1,36363,253,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,24,1,46,0,0,36834,236,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,30,1,41,0,0,22877,50,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,50,1,48,0,1,2630,51,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1,27,1,9,0,1,31978,279,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,49,1,28,0,1,36528,33,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1,36,1,28,0,1,2630,95,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,42,1,50,0,1,26704,191,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,73,1,28,0,1,45464,96,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,22,1,15,1,0,35173,93,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,29,1,28,0,1,46223,95,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,24,1,28,1,0,40744,143,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,24,1,36,1,0,38535,30,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,24,1,13,1,1,17036,199,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,28,1,36,1,0,2630,175,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,44,1,8,0,1,32444,170,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,22,1,28,0,1,30677,54,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,20,1,46,1,0,41695,159,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,23,1,50,1,0,39244,41,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,29,1,3,0,1,22977,39,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0,48,1,18,0,1,30404,92,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0,49,1,11,0,1,32661,297,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1,53,1,11,1,0,36558,297,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,52,1,48,0,1,2630,264,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1,23,1,42,0,1,34082,267,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,55,1,22,1,0,29018,231,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,24,1,40,1,0,2630,217,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,44,1,29,0,1,22201,142,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,31,1,15,0,1,2630,266,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0,79,1,29,0,1,39968,100,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1,25,1,14,1,0,24615,201,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,48,1,41,0,0,2630,145,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,80,1,28,0,1,43044,177,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,26,1,29,1,0,32976,81,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,48,1,11,0,1,40299,107,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0,29,1,30,0,1,31938,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,41,1,28,0,1,60805,60,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,42,1,28,0,1,34483,127,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,21,1,50,1,0,39832,68,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,29,1,15,1,0,2630,277,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,39,1,43,1,0,2630,262,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,68,1,28,0,1,2630,160,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,24,1,21,1,0,27509,158,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,22,1,10,0,1,35443,129,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,24,1,10,1,0,2630,181,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,29,1,35,1,0,33209,118,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,70,1,8,0,0,42990,259,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,27,1,28,1,0,55626,1469,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,43,1,31,0,1,2630,249,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,59,1,28,1,0,2630,204,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,20,1,18,1,0,28905,98,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,23,1,2,1,0,35295,298,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,28,1,2,0,1,2630,24,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,21,1,46,1,0,23364,146,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,43,1,41,1,0,34619,15,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,42,1,3,0,1,22263,250,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0,74,1,8,1,0,33944,281,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,31,1,23,0,1,2630,208,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1,22,1,24,1,0,21578,293,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,56,1,29,0,1,2630,48,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1,37,1,39,0,0,43340,169,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,22,1,8,0,1,43027,218,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,37,1,35,0,1,35629,257,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,58,1,28,0,1,46647,214,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0,57,1,28,0,1,46557,110,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0,52,1,28,1,0,2630,105,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,73,1,28,1,0,2630,249,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,55,1,28,0,1,38292,12,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,25,1,8,0,1,56813,295,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,33,1,35,1,0,32067,79,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,24,1,24,1,0,34485,168,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,37,1,28,0,1,57117,67,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,55,1,28,0,1,33060,106,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,25,1,46,1,0,61892,60,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,49,1,11,0,1,43414,265,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,48,1,49,1,0,28840,50,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,22,1,8,1,0,36054,138,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,40,1,8,1,1,34792,52,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,51,1,8,1,1,37259,267,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,45,1,29,0,1,27655,260,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,52,1,9,1,1,38101,155,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,37,1,0,0,0,2630,143,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,33,1,14,1,0,31809,225,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,54,1,50,0,1,37777,261,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0,40,1,11,0,1,42810,137,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,68,1,28,0,0,44520,132,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,23,1,37,0,1,34357,129,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,84,1,35,1,0,28781,213,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,28,1,33,0,1,24607,192,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,55,1,47,0,1,36957,173,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,44,1,28,0,1,113553,38,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1,24,1,28,1,0,44930,41,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,73,1,28,0,0,101568,123,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,25,1,41,1,0,39360,183,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,39,1,28,0,1,2630,124,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,22,1,6,1,0,54334,297,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,45,1,28,0,1,63750,120,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,26,1,11,1,0,2630,222,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,25,1,28,0,1,63405,142,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,73,1,41,0,1,2630,148,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,24,1,14,1,0,42530,53,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,29,1,28,0,1,51545,242,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,30,1,36,1,0,2630,15,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,42,1,28,0,1,2630,285,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0,24,1,8,1,0,44475,203,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,23,1,15,1,0,42452,67,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,47,1,47,1,1,50686,172,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,27,1,33,0,1,35718,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,49,1,8,0,1,29401,64,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,25,1,18,1,0,32685,159,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,21,1,10,1,0,2630,102,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,22,1,30,0,1,27535,73,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,54,1,28,0,1,42108,123,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0,70,1,46,1,0,31576,130,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,23,1,49,1,0,2630,105,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,26,1,30,1,0,2630,191,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,58,1,28,0,1,38095,219,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,20,1,16,0,0,2630,140,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,21,1,28,0,1,60873,297,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,58,1,39,1,0,55211,2964,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0,22,1,25,1,0,23159,74,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,52,1,28,0,1,27758,207,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,43,1,28,0,0,2630,298,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,25,1,10,1,0,23706,154,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,75,1,28,0,1,22155,239,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,70,1,28,0,1,30281,147,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,36,1,15,0,1,30180,230,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
1,21,1,8,1,0,55278,237,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,52,1,17,0,1,29603,232,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,25,1,28,1,0,28755,236,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,37,1,11,1,0,33929,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,43,1,47,0,1,35205,57,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,48,1,35,1,0,2630,287,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,32,1,3,1,0,21828,38,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,25,1,50,0,1,34782,117,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,22,1,28,1,0,67556,95,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,79,1,24,0,1,48189,140,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0,47,1,28,0,1,35031,205,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,26,1,11,1,0,21360,155,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,65,1,8,0,1,69830,154,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,66,1,28,1,0,50183,159,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,45,1,28,0,1,36076,292,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,41,1,28,0,1,62906,66,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,38,1,8,0,1,49908,255,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,43,1,28,1,0,37542,254,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,54,1,28,1,0,38276,152,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,25,1,29,1,0,28566,136,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,40,1,28,0,1,34361,180,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0,23,1,28,0,1,2630,166,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,25,1,28,0,1,47466,84,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,23,1,46,1,0,2630,153,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,38,1,28,0,1,41009,26,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,44,1,47,0,0,25233,2340,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0,108,1,28,0,1,49750,111,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,38,1,28,0,0,24578,182,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,20,1,47,0,1,23118,227,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,31,1,46,1,0,23745,56,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,58,1,28,0,1,40984,130,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,50,1,28,0,1,35944,185,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,22,1,28,0,1,63438,85,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,54,1,8,0,1,55742,50,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,74,1,8,0,1,2630,181,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,24,1,41,1,0,25244,70,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,72,1,28,0,1,36908,190,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0,23,1,36,1,0,2630,101,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,35,1,28,0,0,33996,64,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,63,1,28,0,1,44406,112,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1,22,1,36,1,0,35517,1980,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,21,1,13,1,0,33867,61,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,25,1,48,0,1,2630,216,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0,55,1,29,1,0,43597,155,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,43,1,8,1,0,43096,15,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,23,1,28,0,1,30746,170,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,49,1,46,0,1,16588,149,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0,58,1,8,0,1,48366,174,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,23,1,28,0,1,35125,124,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0,41,1,8,0,1,28964,125,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,23,1,11,1,0,26719,94,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,75,1,28,0,1,40129,263,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0,35,1,21,1,0,28826,253,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
1,21,1,33,1,0,32462,201,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,25,1,27,1,0,20128,131,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,43,1,23,0,1,2630,144,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
1,26,1,6,1,0,21576,258,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,44,1,28,0,1,49314,22,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0,35,1,36,0,1,2630,189,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,46,1,28,0,1,50723,43,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,29,1,14,1,0,37859,44,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,21,1,3,0,1,38452,299,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,50,1,28,0,1,65755,229,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,36,1,8,1,1,2630,175,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,23,1,11,0,0,24693,27,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,50,1,37,1,0,32212,44,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,42,1,28,0,1,52310,204,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,48,1,28,1,0,39068,282,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,46,1,28,0,1,33937,56,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,68,1,11,0,1,42438,59,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,20,1,47,1,1,28045,195,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,24,1,32,1,0,36233,171,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,28,1,19,1,0,36211,132,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0,54,1,19,1,0,27861,186,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,65,1,17,0,1,48155,92,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0,40,1,3,0,1,29035,285,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,22,1,6,0,1,26521,38,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,28,1,32,1,0,28251,132,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,48,1,18,0,1,35171,206,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,31,1,33,1,0,30843,281,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,75,1,50,0,1,47238,285,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,61,1,8,1,0,40837,246,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,55,1,28,0,1,32206,231,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1,20,1,39,0,1,32398,243,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,60,1,50,1,0,21225,43,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,46,1,50,1,0,31712,126,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,25,1,12,1,0,32973,10,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,24,1,30,1,0,29808,197,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,52,1,18,0,1,2630,143,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
1,22,1,15,1,0,35213,275,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,21,1,30,0,1,30076,103,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,53,1,18,0,1,2630,79,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,27,1,28,0,0,24811,26,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,24,1,11,1,0,27362,207,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,23,1,46,0,1,42997,30,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0,26,1,38,0,1,2630,139,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0,22,1,42,0,0,38156,119,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,38,1,11,0,1,36447,223,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0,55,1,13,1,0,32558,85,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,46,1,34,0,1,37093,208,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,22,1,4,1,0,30969,137,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,54,1,28,0,1,49262,233,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,28,1,41,1,0,34636,285,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,60,1,15,1,0,86259,85,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,24,1,15,1,0,38699,35,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,73,1,8,0,1,32067,76,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,44,1,0,0,1,2630,142,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,55,1,8,0,1,51204,121,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1,25,1,32,0,1,26179,209,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,25,1,50,1,0,24913,85,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,29,1,4,1,0,29565,173,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,50,1,31,0,1,2630,101,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,24,1,14,1,1,2630,194,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,23,1,33,1,0,30929,55,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,58,1,41,0,1,32644,294,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,67,1,28,0,1,40779,142,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1,47,1,28,0,1,47044,32,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1,70,1,37,1,0,42493,102,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,25,1,41,1,0,25587,238,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,24,1,8,0,0,27607,64,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,20,1,35,1,0,50692,276,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,23,1,50,1,0,28868,47,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,23,1,41,1,0,32913,37,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,70,1,28,0,1,43151,924,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1,25,1,28,1,0,57442,63,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,77,1,28,0,1,32616,186,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,34,1,8,0,1,37535,52,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,24,1,47,0,1,35536,253,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,23,1,15,1,0,20034,167,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,34,1,29,1,0,2630,184,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,48,1,28,0,1,56538,106,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1,28,1,28,1,0,24147,52,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,23,1,12,1,0,32799,36,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,52,1,28,1,0,45707,176,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
