"Gender","Age","Driving_License","Region_Code","Previously_Insured","Vehicle_Age","Vehicle_Damage","Annual_Premium","Policy_Sales_Channel","Vintage","Response"
"Female",24,1,15,0,"< 1 Year","Yes",27670,152,142,0
"Male",76,1,8,0,"1-2 Year","Yes",71180,26,131,0
"Male",21,1,46,1,"< 1 Year","No",30429,160,123,0
"Male",20,1,11,1,"< 1 Year","No",2630,160,273,0
"Female",44,1,28,0,"> 2 Years","Yes",2630,52,246,0
"Male",45,1,47,1,"1-2 Year","No",35499,26,209,0
"Female",25,1,37,1,"< 1 Year","No",29723,152,174,0
"Male",28,1,8,1,"< 1 Year","No",25956,151,254,0
"Female",75,1,13,1,"1-2 Year","No",29794,26,138,0
"Male",29,1,28,0,"< 1 Year","Yes",2630,152,166,0
"Female",32,1,0,1,"1-2 Year","No",2630,26,148,0
"Male",24,1,49,1,"< 1 Year","Yes",28843,152,41,0
"Male",53,1,28,0,"1-2 Year","Yes",40816,26,246,0
"Female",30,1,22,1,"< 1 Year","No",27423,152,215,0
"Male",41,1,46,0,"1-2 Year","No",39466,26,218,1
"Female",45,1,41,0,"1-2 Year","Yes",39672,26,281,1
"Female",29,1,29,1,"< 1 Year","No",33988,152,142,0
"Female",23,1,30,1,"< 1 Year","No",20907,152,252,0
"Male",50,1,28,0,"1-2 Year","Yes",47191,26,156,1
"Female",47,1,16,1,"1-2 Year","No",16162,26,24,0
"Female",28,1,28,0,"< 1 Year","Yes",2630,157,205,0
"Male",22,1,47,1,"< 1 Year","No",33401,152,1296,0
"Male",34,1,7,0,"1-2 Year","Yes",31834,124,82,1
"Male",26,1,11,1,"< 1 Year","No",28006,152,146,0
"Female",79,1,13,0,"1-2 Year","Yes",38959,157,271,0
"Male",60,1,28,0,"1-2 Year","Yes",23876,124,200,0
"Female",38,1,17,1,"1-2 Year","No",25695,124,175,0
"Male",24,1,46,1,"< 1 Year","Yes",34059,152,229,0
"Female",46,1,45,0,"1-2 Year","Yes",31598,124,158,0
"Female",41,1,39,1,"1-2 Year","No",32171,124,12,0
"Female",25,1,30,0,"< 1 Year","Yes",28804,152,214,1
"Male",47,1,28,0,"1-2 Year","Yes",30776,124,171,0
"Female",52,1,28,0,"1-2 Year","Yes",38722,26,294,1
"Male",25,1,14,1,"< 1 Year","No",28338,152,198,0
"Female",22,1,50,1,"< 1 Year","No",2630,152,92,0
"Male",41,1,28,0,"1-2 Year","Yes",32661,26,50,1
"Male",52,1,21,1,"1-2 Year","No",31144,124,203,0
"Male",25,1,8,1,"< 1 Year","No",92465,152,39,0
"Male",45,1,28,0,"1-2 Year","Yes",39361,124,219,1
"Male",44,1,7,0,"1-2 Year","Yes",38718,124,39,0
"Male",25,1,7,0,"1-2 Year","Yes",2630,124,14,1
"Male",51,1,3,0,"1-2 Year","Yes",41734,26,71,1
"Male",25,1,36,1,"< 1 Year","No",37143,152,211,0
"Female",21,1,47,0,"< 1 Year","No",25081,152,123,0
"Male",46,1,3,1,"1-2 Year","No",2630,124,264,0
"Male",49,1,28,0,"> 2 Years","Yes",42980,26,287,1
"Male",39,1,28,1,"1-2 Year","No",43968,124,40,0
"Male",25,1,43,1,"< 1 Year","No",2630,26,73,0
"Male",26,1,13,1,"< 1 Year","No",38002,152,162,0
"Female",40,1,12,0,"1-2 Year","Yes",21129,157,192,0
"Male",49,1,50,1,"1-2 Year","No",2630,26,113,0
"Female",28,1,41,1,"< 1 Year","No",34401,152,115,0
"Female",35,1,8,0,"1-2 Year","Yes",39929,124,219,0
"Female",34,1,28,0,"1-2 Year","Yes",30600,124,190,0
"Female",37,1,33,0,"1-2 Year","Yes",22977,124,91,1
"Female",44,1,28,0,"> 2 Years","Yes",31900,26,58,1
"Female",52,1,48,0,"1-2 Year","Yes",2630,154,63,1
"Male",25,1,41,1,"< 1 Year","No",27872,152,292,0
"Male",26,1,28,1,"< 1 Year","No",61814,152,85,0
"Male",30,1,28,0,"< 1 Year","Yes",36008,124,60,1
"Female",51,1,28,0,"1-2 Year","Yes",32927,30,50,1
"Male",24,1,43,0,"< 1 Year","Yes",2630,157,32,0
"Female",35,1,47,0,"1-2 Year","Yes",2630,157,79,0
"Female",38,1,28,0,"1-2 Year","Yes",32338,13,141,0
"Male",67,1,28,0,"> 2 Years","Yes",36978,26,257,1
"Female",119,1,28,1,"1-2 Year","No",39263,26,214,0
"Male",22,1,28,1,"< 1 Year","Yes",2630,152,247,0
"Female",25,1,47,0,"< 1 Year","Yes",40374,152,246,0
"Male",71,1,3,1,"1-2 Year","No",37587,124,30,0
"Male",66,1,28,0,"> 2 Years","Yes",39787,26,278,0
"Female",44,1,7,0,"1-2 Year","Yes",37838,122,64,0
"Female",24,1,29,1,"< 1 Year","No",28557,152,205,0
"Male",64,1,3,0,"> 2 Years","Yes",29600,124,216,0
"Male",23,1,26,1,"< 1 Year","No",22147,152,230,0
"Male",40,1,28,0,"1-2 Year","Yes",2630,156,139,0
"Female",31,1,50,1,"< 1 Year","No",42095,152,119,0
"Female",56,1,28,0,"> 2 Years","Yes",51073,124,198,1
"Male",25,1,15,1,"< 1 Year","No",2630,152,204,0
"Male",43,1,41,1,"1-2 Year","No",51549,124,164,0
"Male",28,1,30,1,"< 1 Year","No",30825,152,164,0
"Male",68,1,28,0,"1-2 Year","Yes",34488,122,136,0
"Male",38,1,28,0,"1-2 Year","Yes",37864,26,255,1
"Male",47,1,28,0,"1-2 Year","No",38441,124,124,0
"Female",27,1,6,1,"< 1 Year","No",23061,152,163,0
"Male",25,1,50,1,"< 1 Year","No",42353,152,184,0
"Female",56,1,28,0,"1-2 Year","Yes",34588,25,215,0
"Male",34,1,28,1,"1-2 Year","No",39523,152,74,0
"Female",21,1,15,1,"< 1 Year","No",26486,160,275,0
"Female",28,1,9,1,"< 1 Year","No",23366,152,130,0
"Female",24,1,46,1,"< 1 Year","No",27348,160,152,0
"Male",48,1,3,1,"1-2 Year","No",23934,124,19,0
"Female",43,1,15,0,"1-2 Year","No",2630,156,123,0
"Female",28,1,8,0,"< 1 Year","Yes",31362,152,228,0
"Female",43,1,28,0,"1-2 Year","Yes",34767,124,285,0
"Male",45,1,47,0,"1-2 Year","Yes",27962,26,172,0
"Male",43,1,28,0,"1-2 Year","Yes",37586,26,71,0
"Female",22,1,16,1,"< 1 Year","No",23330,152,188,0
"Female",22,1,36,0,"< 1 Year","No",44702,152,129,0
"Male",32,1,41,0,"1-2 Year","Yes",23462,163,241,1
"Male",58,1,28,0,"1-2 Year","Yes",39797,26,105,1
"Male",21,1,39,1,"< 1 Year","No",29581,160,12,0
"Male",28,1,28,1,"< 1 Year","No",42042,152,116,0
"Male",42,1,8,0,"1-2 Year","Yes",43259,26,204,0
"Female",24,1,28,0,"< 1 Year","Yes",36933,152,235,0
"Male",37,1,29,1,"1-2 Year","No",78738,106,87,0
"Male",48,1,28,1,"1-2 Year","No",43556,26,1568,0
"Male",48,1,18,1,"1-2 Year","No",2630,26,187,0
"Male",48,1,28,0,"1-2 Year","Yes",33228,31,146,1
"Male",22,1,6,1,"< 1 Year","No",29239,152,280,0
"Male",23,1,28,1,"< 1 Year","No",65077,152,58,0
"Female",63,1,28,0,"1-2 Year","Yes",53334,26,77,0
"Female",47,1,38,0,"1-2 Year","Yes",2630,157,68,0
"Female",22,1,15,0,"< 1 Year","Yes",34475,152,98,0
"Male",24,1,28,1,"< 1 Year","No",66686,152,115,0
"Male",30,1,28,1,"1-2 Year","No",32357,124,110,0
"Male",26,1,47,1,"< 1 Year","No",33175,152,273,0
"Male",39,1,28,0,"1-2 Year","Yes",44620,124,17,1
"Male",20,1,28,0,"< 1 Year","Yes",58134,124,60,0
"Male",38,1,28,0,"1-2 Year","Yes",27587,150,293,0
"Male",73,1,28,0,"> 2 Years","Yes",52529,26,269,1
"Female",49,1,41,0,"1-2 Year","Yes",105842,26,160,1
"Male",45,1,18,1,"1-2 Year","No",34948,124,266,0
"Female",65,1,28,1,"1-2 Year","No",38444,26,286,0
"Male",49,1,8,0,"> 2 Years","Yes",39180,26,213,1
"Female",27,1,41,0,"< 1 Year","No",25894,152,65,0
"Female",24,1,34,1,"< 1 Year","No",31401,152,35,0
"Male",37,1,28,0,"1-2 Year","No",19759,26,183,0
"Male",43,1,7,1,"1-2 Year","No",56234,122,154,0
"Female",25,1,30,0,"< 1 Year","Yes",22540,152,60,0
"Male",23,1,18,1,"< 1 Year","No",30091,152,265,0
"Female",24,1,15,1,"< 1 Year","No",30794,152,148,0
"Female",25,1,28,1,"< 1 Year","No",2630,152,261,0
"Male",36,1,46,0,"1-2 Year","Yes",25244,124,18,1
"Male",24,1,18,0,"< 1 Year","Yes",2630,160,227,1
"Female",64,1,28,0,"1-2 Year","Yes",47849,26,149,1
"Male",44,1,14,0,"1-2 Year","Yes",36796,26,103,1
"Male",42,1,20,1,"1-2 Year","No",2630,31,693,0
"Male",41,1,6,0,"1-2 Year","Yes",27173,124,76,0
"Male",44,1,27,0,"1-2 Year","No",41041,124,96,0
"Male",27,1,5,0,"< 1 Year","Yes",27482,152,204,0
"Male",22,1,46,1,"< 1 Year","No",40000,152,154,0
"Female",39,1,50,0,"1-2 Year","Yes",43441,124,124,1
"Male",67,1,41,0,"1-2 Year","No",27324,157,544,0
"Male",25,1,46,1,"< 1 Year","No",2630,160,185,0
"Male",26,1,30,1,"< 1 Year","No",27701,152,260,0
"Male",24,1,36,0,"< 1 Year","Yes",33453,152,91,0
"Male",26,1,28,1,"< 1 Year","No",46978,152,141,0
"Male",29,1,16,0,"< 1 Year","Yes",2630,151,164,0
"Male",47,1,28,1,"1-2 Year","No",2630,26,1248,0
"Male",77,1,11,0,"1-2 Year","Yes",25493,26,109,0
"Female",20,1,41,0,"< 1 Year","Yes",25773,160,143,0
"Female",31,1,35,0,"< 1 Year","Yes",2630,152,254,1
"Male",53,1,15,0,"1-2 Year","No",25682,124,188,0
"Male",27,1,46,1,"< 1 Year","No",23334,152,86,0
"Female",26,1,8,1,"< 1 Year","No",46273,152,93,0
"Male",28,1,30,0,"< 1 Year","Yes",29767,154,257,1
"Female",51,1,28,1,"1-2 Year","No",34198,124,107,0
"Male",46,1,34,0,"1-2 Year","Yes",32071,124,242,0
"Female",22,1,21,1,"< 1 Year","No",28975,152,265,0
"Female",20,1,13,0,"< 1 Year","Yes",29786,160,31,0
"Female",38,1,36,0,"1-2 Year","Yes",2630,152,109,0
"Male",45,1,8,0,"1-2 Year","Yes",36860,124,30,0
"Male",23,1,28,0,"< 1 Year","Yes",41749,124,190,1
"Female",45,1,28,1,"1-2 Year","No",41846,26,100,0
"Male",43,1,10,0,"1-2 Year","Yes",23416,124,284,1
"Female",46,1,28,0,"1-2 Year","Yes",29305,124,187,0
"Female",42,1,37,0,"1-2 Year","No",34061,124,80,0
"Female",42,1,43,0,"1-2 Year","Yes",36477,124,12,1
"Female",35,1,36,0,"1-2 Year","Yes",30506,124,87,0
"Male",76,1,28,0,"1-2 Year","Yes",51809,26,93,0
"Male",25,1,10,1,"< 1 Year","No",30048,152,193,0
"Male",41,1,8,0,"1-2 Year","Yes",25837,124,36,1
"Male",24,1,28,1,"< 1 Year","No",35052,152,200,0
"Male",23,1,17,0,"< 1 Year","Yes",28912,152,55,0
"Male",65,1,38,0,"1-2 Year","Yes",32497,124,83,0
"Female",43,1,12,1,"1-2 Year","Yes",2630,124,206,0
"Male",30,1,30,1,"< 1 Year","No",27187,152,26,0
"Male",53,1,29,0,"1-2 Year","Yes",2630,156,262,0
"Male",22,1,4,0,"1-2 Year","Yes",2630,156,166,0
"Male",21,1,2,0,"< 1 Year","Yes",36295,160,137,0
"Male",27,1,33,1,"< 1 Year","No",32350,152,65,0
"Male",34,1,28,0,"1-2 Year","Yes",24710,26,190,1
"Female",26,1,11,1,"< 1 Year","No",23733,152,292,0
"Female",27,1,38,0,"< 1 Year","Yes",2630,152,46,0
"Female",43,1,28,0,"1-2 Year","Yes",43224,29,193,1
"Male",20,1,37,1,"1-2 Year","Yes",2630,157,95,0
"Male",62,1,28,0,"1-2 Year","Yes",26019,124,151,0
"Male",39,1,35,0,"1-2 Year","Yes",36932,154,135,0
"Male",78,1,45,0,"1-2 Year","Yes",32531,26,205,0
"Male",56,1,28,0,"1-2 Year","Yes",39361,122,286,0
"Female",22,1,35,0,"< 1 Year","No",2630,160,201,0
"Female",47,1,26,1,"1-2 Year","No",35186,22,288,0
"Male",41,1,6,0,"1-2 Year","Yes",2630,154,215,0
"Male",50,1,23,0,"1-2 Year","Yes",2630,124,45,1
"Male",31,1,28,0,"< 1 Year","No",2630,153,57,0
"Male",37,1,8,0,"1-2 Year","Yes",2630,156,130,0
"Male",25,1,50,1,"< 1 Year","No",35692,152,157,0
"Male",35,1,30,1,"1-2 Year","No",26168,152,259,0
"Female",39,1,39,0,"1-2 Year","Yes",30458,26,119,0
"Female",27,1,3,1,"< 1 Year","No",21848,152,119,0
"Female",28,1,10,1,"< 1 Year","No",42112,152,136,0
"Female",30,1,41,1,"< 1 Year","No",2630,152,60,0
"Female",43,1,11,0,"1-2 Year","Yes",42125,122,30,1
"Male",46,1,28,0,"1-2 Year","Yes",28468,124,181,1
"Male",59,1,28,0,"1-2 Year","Yes",27752,124,207,0
"Male",28,1,21,1,"< 1 Year","No",27206,152,279,0
"Female",25,1,28,0,"< 1 Year","Yes",34528,26,107,0
"Male",34,1,35,1,"1-2 Year","No",30144,152,188,0
"Female",42,1,8,0,"1-2 Year","Yes",33555,7,263,0
"Female",25,1,10,0,"< 1 Year","Yes",26530,152,275,0
"Female",29,1,7,0,"< 1 Year","No",2630,160,176,0
"Female",44,1,28,0,"1-2 Year","Yes",43796,26,178,1
"Female",53,1,8,1,"1-2 Year","No",43917,152,263,0
"Female",46,1,41,1,"1-2 Year","No",31770,152,130,0
"Female",55,1,43,1,"1-2 Year","No",38758,26,58,0
"Male",30,1,28,1,"< 1 Year","No",30924,152,52,0
"Male",40,1,38,1,"1-2 Year","No",22130,124,63,0
"Female",21,1,8,0,"< 1 Year","No",24880,160,80,0
"Female",25,1,29,1,"< 1 Year","No",35355,152,269,0
"Male",70,1,28,0,"1-2 Year","No",59652,61,269,0
"Female",27,1,29,0,"< 1 Year","Yes",32932,152,159,0
"Female",20,1,21,1,"< 1 Year","No",28461,160,182,0
"Female",25,1,14,1,"< 1 Year","No",22310,152,13,0
"Male",55,1,28,0,"1-2 Year","Yes",64476,26,49,0
"Female",25,1,8,1,"< 1 Year","No",31550,152,15,0
"Female",26,1,3,1,"< 1 Year","No",25952,152,74,0
"Male",71,1,28,0,"1-2 Year","Yes",2630,158,96,0
"Male",45,1,28,0,"1-2 Year","Yes",33626,122,153,0
"Male",65,1,48,0,"1-2 Year","Yes",2630,15,10,0
"Male",22,1,35,1,"< 1 Year","No",28547,152,268,0
"Female",26,1,46,1,"< 1 Year","No",23378,152,208,0
"Male",42,1,7,0,"1-2 Year","Yes",39135,124,158,0
"Male",44,1,30,1,"1-2 Year","No",34888,124,269,0
"Female",26,1,28,0,"< 1 Year","Yes",41286,152,200,0
"Female",23,1,47,0,"< 1 Year","Yes",26318,10,269,0
"Male",61,1,28,1,"1-2 Year","No",41289,124,170,0
"Male",24,1,28,0,"< 1 Year","No",52915,152,185,0
"Female",44,1,50,1,"1-2 Year","No",34339,124,53,0
"Male",21,1,12,1,"< 1 Year","No",29586,152,128,0
"Female",20,1,35,0,"< 1 Year","No",2630,1,117,0
"Male",40,1,8,1,"1-2 Year","No",2630,124,145,0
"Male",61,1,15,0,"1-2 Year","Yes",26994,26,209,0
"Female",53,1,11,0,"1-2 Year","Yes",44672,26,178,0
"Female",39,1,4,0,"1-2 Year","Yes",30718,157,194,1
"Female",40,1,8,0,"1-2 Year","Yes",34013,26,150,1
"Male",50,1,28,0,"1-2 Year","Yes",46586,124,161,0
"Male",52,1,25,0,"1-2 Year","Yes",24360,124,177,0
"Female",63,1,17,0,"1-2 Year","No",23434,26,134,0
"Female",46,1,11,1,"1-2 Year","No",23795,124,286,0
"Female",35,1,46,0,"1-2 Year","Yes",2630,152,160,0
"Male",24,1,28,1,"< 1 Year","No",2630,153,14,0
"Male",28,1,33,1,"< 1 Year","No",34392,152,242,0
"Female",23,1,14,1,"< 1 Year","No",21299,152,293,0
"Male",46,1,39,0,"1-2 Year","Yes",2630,124,156,1
"Male",44,1,28,0,"< 1 Year","Yes",2630,124,280,1
"Male",43,1,28,0,"1-2 Year","Yes",23051,26,91,0
"Male",59,1,28,1,"1-2 Year","No",60491,55,256,0
"Male",51,1,20,1,"1-2 Year","No",2630,26,126,0
"Male",28,1,11,1,"< 1 Year","No",32659,152,41,0
"Male",22,1,28,0,"< 1 Year","Yes",2630,157,230,0
"Male",34,1,4,0,"1-2 Year","Yes",29252,124,18,1
"Female",50,1,19,0,"1-2 Year","Yes",31387,26,157,1
"Female",50,1,15,1,"1-2 Year","No",2630,152,40,0
"Female",21,1,28,0,"< 1 Year","Yes",25238,152,161,0
"Male",37,1,28,0,"1-2 Year","Yes",23873,26,281,0
"Male",54,1,46,0,"1-2 Year","Yes",2630,124,61,0
"Male",39,1,50,1,"1-2 Year","No",32073,26,119,0
"Male",59,1,8,0,"1-2 Year","Yes",28507,26,198,0
"Male",53,1,6,1,"1-2 Year","No",31690,124,202,0
"Male",63,1,29,1,"1-2 Year","No",46384,26,174,0
"Female",24,1,33,1,"< 1 Year","No",29986,152,12,0
"Male",48,1,9,0,"1-2 Year","Yes",2630,156,128,0
"Female",24,1,30,1,"< 1 Year","No",32119,152,23,0
"Male",69,0,28,0,"> 2 Years","Yes",35938,26,40,0
"Male",22,1,3,1,"< 1 Year","Yes",24718,160,293,0
"Female",39,1,22,0,"1-2 Year","Yes",36520,124,264,0
"Male",58,1,28,0,"> 2 Years","Yes",40907,25,44,1
"Male",62,1,47,0,"1-2 Year","Yes",39984,26,76,0
"Male",39,1,30,1,"1-2 Year","No",28982,124,89,0
"Male",30,1,46,0,"1-2 Year","Yes",2630,156,131,1
"Male",58,1,36,1,"1-2 Year","No",31469,124,56,0
"Male",44,1,50,1,"1-2 Year","No",26637,124,63,0
"Male",36,1,18,0,"1-2 Year","No",20528,124,182,0
"Female",24,1,36,0,"< 1 Year","No",35769,152,253,0
"Female",29,1,47,0,"1-2 Year","Yes",29124,124,240,1
"Female",37,1,47,0,"1-2 Year","Yes",25525,124,53,0
"Female",51,1,27,0,"1-2 Year","No",2630,156,273,0
"Male",22,1,2,0,"< 1 Year","Yes",22226,152,199,0
"Male",45,1,12,0,"1-2 Year","Yes",28410,124,174,1
"Male",76,1,8,1,"1-2 Year","No",43870,26,21,0
"Female",60,1,28,0,"1-2 Year","Yes",26440,122,257,1
"Female",47,1,50,1,"1-2 Year","No",37208,152,139,0
"Female",25,1,11,1,"< 1 Year","No",28316,152,147,0
"Female",48,1,41,0,"1-2 Year","Yes",56848,154,144,1
"Male",44,1,41,0,"1-2 Year","No",33760,163,150,0
"Female",35,1,28,0,"1-2 Year","Yes",54406,124,20,1
"Female",23,1,28,0,"< 1 Year","Yes",46919,152,99,1
"Male",21,1,47,1,"< 1 Year","No",26211,152,95,0
"Female",22,1,46,1,"< 1 Year","No",22112,152,152,0
"Male",26,1,41,1,"< 1 Year","No",44615,152,97,0
"Female",21,1,37,0,"< 1 Year","Yes",31101,152,277,0
"Female",51,1,28,0,"1-2 Year","Yes",29728,29,51,1
"Male",23,1,8,1,"< 1 Year","No",43122,152,10,0
"Male",36,1,28,0,"1-2 Year","Yes",34514,163,251,0
"Female",29,1,30,1,"< 1 Year","No",33754,152,48,0
"Female",22,1,13,0,"< 1 Year","Yes",45291,152,248,0
"Female",28,1,21,0,"< 1 Year","Yes",29192,26,170,0
"Male",45,1,8,0,"1-2 Year","Yes",52944,124,10,0
"Male",44,1,8,0,"1-2 Year","Yes",39988,157,81,1
"Male",61,1,28,1,"1-2 Year","No",40177,122,171,0
"Male",60,1,3,0,"1-2 Year","Yes",23337,26,239,1
"Female",54,1,29,1,"1-2 Year","No",2630,152,56,0
"Male",64,1,28,0,"1-2 Year","Yes",66683,122,236,1
"Male",54,1,29,1,"1-2 Year","No",2630,124,261,0
"Male",23,1,30,1,"< 1 Year","No",24957,152,210,0
"Female",54,1,30,1,"1-2 Year","No",2630,124,295,0
"Male",26,1,46,1,"< 1 Year","No",24126,152,88,0
"Male",48,1,8,0,"1-2 Year","Yes",33861,124,22,0
"Female",30,1,18,1,"< 1 Year","No",28607,152,195,0
"Female",46,1,28,0,"> 2 Years","Yes",47860,26,146,0
"Female",24,1,37,1,"< 1 Year","No",22131,151,48,0
"Male",24,1,35,0,"< 1 Year","Yes",38572,124,111,0
"Female",66,1,28,0,"1-2 Year","Yes",62959,26,232,0
"Female",35,1,41,1,"1-2 Year","No",25415,26,93,0
"Male",39,1,15,0,"1-2 Year","Yes",40410,26,146,1
"Male",34,1,41,1,"1-2 Year","No",2630,152,111,0
"Female",24,1,36,1,"< 1 Year","No",39199,152,127,0
"Male",22,1,8,1,"< 1 Year","No",29029,152,141,0
"Female",25,1,11,1,"< 1 Year","No",24218,152,25,0
"Male",24,1,36,0,"< 1 Year","Yes",35677,152,123,0
"Female",22,1,18,1,"< 1 Year","No",25199,152,184,0
"Female",52,1,28,1,"1-2 Year","No",50208,124,217,0
"Female",21,1,28,0,"< 1 Year","Yes",34346,152,157,1
"Male",50,1,50,0,"1-2 Year","Yes",20994,26,65,0
"Male",70,1,28,0,"1-2 Year","Yes",63447,26,130,0
"Female",46,1,3,0,"1-2 Year","Yes",2630,124,225,1
"Male",60,1,28,0,"1-2 Year","Yes",36086,124,289,1
"Male",21,1,43,1,"< 1 Year","No",2630,160,214,0
"Male",27,1,12,1,"< 1 Year","No",24656,160,202,0
"Female",22,1,30,1,"< 1 Year","No",35310,152,52,0
"Male",41,1,28,0,"1-2 Year","Yes",30105,124,10,0
"Male",38,1,46,1,"1-2 Year","No",2630,124,147,0
"Male",28,1,27,0,"< 1 Year","Yes",33121,152,240,0
"Male",48,1,29,0,"1-2 Year","Yes",38107,124,163,1
"Female",58,1,48,0,"1-2 Year","Yes",2630,26,145,1
"Female",23,1,28,0,"< 1 Year","Yes",45927,152,184,0
"Female",42,1,15,0,"1-2 Year","Yes",34102,124,223,0
"Male",70,1,15,1,"1-2 Year","No",26920,152,209,0
"Female",30,1,3,1,"< 1 Year","No",30248,152,214,0
"Female",24,1,13,0,"< 1 Year","Yes",27997,152,189,0
"Male",24,1,46,0,"1-2 Year","Yes",2630,156,129,1
"Female",66,1,28,0,"1-2 Year","Yes",52920,26,67,1
"Female",56,1,28,0,"1-2 Year","Yes",68589,122,181,0
"Female",26,1,28,1,"< 1 Year","No",55486,152,19,0
"Male",55,1,28,0,"1-2 Year","Yes",21712,25,285,0
"Male",53,1,49,0,"1-2 Year","Yes",35350,26,47,1
"Female",26,1,23,1,"< 1 Year","No",21859,152,71,0
"Female",43,1,7,0,"1-2 Year","Yes",49666,124,32,1
"Male",44,1,22,0,"1-2 Year","Yes",20724,124,30,0
"Male",69,1,28,0,"1-2 Year","Yes",24645,124,204,0
"Male",46,1,28,0,"1-2 Year","Yes",44060,26,195,0
"Male",54,1,18,1,"1-2 Year","Yes",42947,124,86,0
"Female",44,1,28,0,"1-2 Year","Yes",29326,54,296,0
"Male",29,1,32,1,"< 1 Year","No",24103,152,168,0
"Male",22,1,28,0,"1-2 Year","Yes",35653,124,208,1
"Male",47,1,45,0,"> 2 Years","Yes",27653,26,235,1
"Female",31,1,8,0,"1-2 Year","Yes",61876,124,220,0
"Male",47,1,28,0,"1-2 Year","Yes",31116,124,153,0
"Female",24,1,47,0,"< 1 Year","No",28520,152,94,0
"Male",26,1,47,1,"< 1 Year","No",44429,152,57,0
"Female",21,1,36,1,"< 1 Year","No",31402,160,247,0
"Male",45,1,41,0,"1-2 Year","Yes",40938,124,12,1
"Female",45,1,28,0,"1-2 Year","Yes",30141,23,97,0
"Female",20,1,47,0,"< 1 Year","Yes",35708,160,210,0
"Female",54,1,28,0,"1-2 Year","Yes",59225,26,59,1
"Male",54,1,8,1,"1-2 Year","No",41710,26,209,0
"Female",20,1,42,0,"< 1 Year","Yes",30384,160,293,0
"Female",40,1,3,0,"1-2 Year","Yes",22749,157,105,1
"Male",45,1,8,1,"1-2 Year","No",51342,124,75,0
"Male",56,1,35,0,"1-2 Year","Yes",22792,124,68,0
"Male",38,1,30,1,"1-2 Year","No",2630,124,171,0
"Female",24,1,25,1,"< 1 Year","No",30459,160,138,0
"Female",76,1,28,0,"1-2 Year","Yes",52941,26,238,0
"Female",21,1,28,1,"< 1 Year","No",40290,152,3840,0
"Male",44,1,28,0,"1-2 Year","Yes",36222,26,222,0
"Female",33,1,3,1,"1-2 Year","No",19995,26,265,0
"Male",25,1,46,0,"< 1 Year","Yes",2630,124,169,0
"Male",57,1,28,0,"1-2 Year","Yes",52501,26,218,0
"Male",46,1,8,0,"> 2 Years","Yes",40646,26,231,1
"Female",45,1,28,0,"1-2 Year","Yes",39861,124,157,1
"Female",22,1,14,0,"< 1 Year","No",28090,152,251,0
"Male",38,1,28,0,"1-2 Year","Yes",34743,124,187,0
"Male",40,1,28,0,"1-2 Year","Yes",55138,26,133,0
"Female",22,1,43,1,"< 1 Year","No",2630,152,229,0
"Male",25,1,28,1,"< 1 Year","No",31746,160,121,0
"Female",23,1,29,1,"< 1 Year","No",38041,152,242,0
"Male",52,1,46,0,"1-2 Year","Yes",25180,124,34,1
"Male",53,1,0,0,"1-2 Year","Yes",2630,122,117,0
"Female",52,1,28,0,"1-2 Year","Yes",33744,122,85,1
"Male",24,1,28,1,"< 1 Year","No",27966,152,66,0
"Male",34,1,11,0,"1-2 Year","Yes",22961,124,187,0
"Female",21,1,30,0,"< 1 Year","Yes",2630,152,296,0
"Male",61,1,8,0,"> 2 Years","Yes",2630,156,22,0
"Male",52,1,7,0,"> 2 Years","Yes",2630,156,133,0
"Male",55,1,46,1,"1-2 Year","No",27761,124,217,0
"Female",33,1,36,0,"1-2 Year","Yes",32966,124,81,0
"Female",23,1,36,1,"< 1 Year","No",31105,152,208,0
"Female",24,1,30,1,"< 1 Year","No",23271,152,128,0
"Male",66,1,8,1,"1-2 Year","Yes",31484,26,149,0
"Male",40,1,37,1,"1-2 Year","No",28842,152,32,0
"Male",25,1,39,1,"< 1 Year","No",31746,152,56,0
"Female",41,1,28,0,"1-2 Year","Yes",46553,124,117,0
"Male",48,1,28,0,"1-2 Year","Yes",57747,26,62,0
"Male",26,1,13,1,"< 1 Year","No",26855,152,246,0
"Male",25,1,25,1,"< 1 Year","No",36548,152,73,0
"Female",24,1,30,1,"< 1 Year","No",23232,152,212,0
"Female",33,1,28,0,"< 1 Year","Yes",38020,152,229,1
"Male",65,1,11,0,"1-2 Year","Yes",33838,26,26,0
"Male",61,1,8,1,"1-2 Year","No",35760,26,253,0
"Male",39,1,28,0,"1-2 Year","Yes",25178,25,136,1
"Male",37,1,29,0,"1-2 Year","Yes",27285,26,198,0
"Female",26,1,7,0,"< 1 Year","Yes",42647,152,59,0
"Female",25,1,50,1,"< 1 Year","No",36250,152,177,0
"Female",41,1,46,0,"1-2 Year","Yes",44876,26,76,0
"Male",45,1,28,1,"1-2 Year","No",62711,26,100,0
"Female",22,1,50,1,"< 1 Year","No",29294,152,61,0
"Male",24,1,28,0,"< 1 Year","Yes",45281,152,124,1
"Male",28,1,28,0,"< 1 Year","Yes",47389,156,182,1
"Male",24,1,28,1,"< 1 Year","No",62284,152,193,0
"Female",36,1,11,0,"1-2 Year","Yes",46999,124,77,1
"Male",46,1,28,0,"1-2 Year","Yes",2630,124,102,1
"Female",38,1,29,1,"1-2 Year","No",27895,124,243,0
"Female",23,1,41,0,"< 1 Year","Yes",2630,122,98,1
"Female",23,1,46,1,"< 1 Year","No",24500,152,80,0
