Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Damage,Annual_Premium,Vintage,Response,VAge1,VAge2,VAge3,VPolicy0,VPolicy1,VPolicy2,VPolicy3
0,25,1,44,1,0,29179,28,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,24,1,45,1,0,20740,60,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,71,1,28,0,1,95121,215,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,32,1,30,1,0,31487,271,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,44,1,35,0,1,25636,124,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,20,1,26,0,1,2630,205,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,24,1,30,1,0,40993,56,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,23,1,47,1,0,37036,235,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,23,1,37,0,1,2630,40,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,43,1,28,0,1,52861,265,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,24,1,28,1,0,32514,159,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,62,1,47,1,0,48797,184,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,23,1,16,0,1,2630,116,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,29,1,3,0,1,19792,17,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,23,1,30,1,0,22370,257,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,55,1,28,0,1,33495,223,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,45,1,28,0,1,35682,276,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,66,1,28,0,1,58312,103,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,39,1,8,1,1,30142,180,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,30,1,15,1,0,26714,122,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,24,1,41,1,0,29049,136,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,25,1,41,1,0,29187,247,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,23,1,30,1,0,25765,132,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,47,1,11,1,0,47279,87,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,48,1,28,1,0,23948,73,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,49,1,8,1,0,34497,112,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,40,1,6,0,1,26694,108,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,26,1,8,1,0,35344,233,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,29,1,8,0,1,54813,269,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,26,1,8,1,0,35917,226,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,61,1,41,0,1,47135,156,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,71,1,41,0,1,46083,292,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,50,1,28,0,0,26199,78,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,37,1,7,0,1,2630,124,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,56,1,28,0,1,2630,122,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,50,1,28,0,1,42819,274,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,63,1,28,0,1,29247,12,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,70,1,26,1,0,37618,270,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,54,1,46,1,0,15500,158,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,35,1,28,0,1,55684,288,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,26,1,27,1,0,39880,213,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,41,1,46,0,1,28560,281,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,45,1,8,0,1,42070,253,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,22,1,18,1,0,32456,76,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,68,1,37,0,1,35632,128,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,63,1,7,0,1,38114,86,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,47,1,28,0,1,57123,46,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,23,1,8,1,0,70656,233,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,22,1,4,1,0,24824,100,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,32,1,30,0,1,2630,188,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,36,1,28,0,1,35163,179,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,23,1,41,0,1,24890,64,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,21,1,15,0,1,27662,279,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,63,1,28,1,0,44426,273,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,22,1,27,1,0,60374,141,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,53,1,3,1,0,20279,129,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,27,1,28,1,0,32408,124,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,23,1,46,0,1,45249,104,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,37,1,39,0,1,2630,165,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,64,1,0,0,1,2630,52,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,41,1,28,0,1,28949,13,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,49,1,30,0,1,28907,125,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,27,1,28,1,0,35239,69,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,21,1,3,1,0,19668,200,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,62,1,28,0,1,67631,171,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,67,1,46,1,1,44290,123,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,24,1,11,0,1,34214,135,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,42,1,8,0,1,30794,49,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,32,1,3,0,1,2630,288,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,23,1,49,0,1,38643,205,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,60,1,28,0,1,42737,83,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,74,1,5,0,1,35763,219,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,61,1,46,0,1,38353,267,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,72,1,28,0,1,57301,121,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,27,1,47,0,0,38217,188,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,27,1,24,0,0,2630,132,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,59,1,41,1,0,22731,262,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,21,1,16,1,0,34222,267,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,25,1,2,1,0,28176,24,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,23,1,14,0,1,48760,134,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,48,1,31,0,1,2630,196,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,48,1,8,0,1,53683,172,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,41,1,28,0,1,46997,43,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,23,1,28,1,1,63679,274,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,43,1,37,1,0,32574,61,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,52,1,28,1,0,34940,251,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,24,1,15,0,0,36260,76,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,21,1,30,0,1,28609,226,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,37,1,29,0,1,25604,18,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,23,1,36,1,0,30813,287,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,71,1,0,0,1,2630,51,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,29,1,36,1,0,27054,142,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,50,1,29,1,0,30771,4245,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,27,1,28,1,0,41672,281,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,24,1,36,1,0,31413,143,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,51,1,28,0,0,2630,163,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,24,1,10,1,0,26390,131,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,26,1,28,1,0,61708,184,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,55,1,28,0,1,68538,173,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,42,1,28,0,1,49640,58,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,40,1,28,0,1,33395,102,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,70,1,3,1,0,32889,110,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,48,1,46,0,1,2630,153,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,21,1,46,0,1,23907,52,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,47,1,20,0,1,2630,203,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,21,1,12,0,1,34435,67,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,47,1,28,0,1,25469,72,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,33,1,7,0,1,33544,36,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,32,1,45,0,1,23676,29,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,25,1,28,1,0,41015,49,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,30,1,36,1,0,32817,144,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,23,1,41,1,0,33558,272,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,20,1,3,0,1,43660,166,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,69,1,28,0,1,2630,297,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,75,1,46,0,1,19744,39,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,27,1,29,1,0,36782,281,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,64,1,28,0,1,55555,198,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,30,1,28,0,1,55904,82,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,28,1,35,1,0,35923,223,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,24,1,50,1,0,37273,166,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,21,1,3,1,0,36306,205,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,22,1,30,1,1,43303,199,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,28,1,30,0,1,24831,291,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,30,1,46,1,0,32560,229,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,27,1,3,0,1,2630,228,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,49,1,28,0,1,30705,187,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,52,1,5,0,1,2630,147,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,42,1,28,0,1,40088,117,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,22,1,3,0,1,2630,166,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,29,1,27,1,0,2630,88,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,47,1,8,1,0,36773,246,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,41,1,41,0,1,30865,78,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,67,1,41,1,0,2630,240,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,51,1,41,0,1,32242,52,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,24,1,47,0,1,37209,126,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,64,1,28,0,1,39246,85,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,41,1,8,0,1,35152,227,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,40,1,3,0,1,2630,158,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,52,1,48,0,1,2630,46,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,25,1,29,1,0,35797,167,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,52,1,28,0,1,42461,281,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,31,1,14,0,1,2630,251,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,31,1,36,1,0,30808,164,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,48,1,3,0,1,27838,28,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,73,1,8,1,0,40936,272,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,25,1,47,1,0,43666,289,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,50,1,28,1,0,29879,208,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,61,1,21,1,0,31370,222,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,21,1,16,0,1,39635,205,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,34,1,39,1,1,2630,251,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,25,1,11,1,0,31904,125,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,58,1,28,0,1,47967,131,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,60,1,28,0,1,35587,112,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,42,1,28,1,0,22893,81,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,35,1,28,1,0,42528,55,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,24,1,39,1,0,2630,296,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,31,1,33,1,0,26567,250,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,51,1,28,1,0,53660,137,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,39,1,20,0,1,2630,208,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,65,1,14,0,1,40480,123,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,46,1,8,0,1,2630,191,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,32,1,9,0,1,2630,177,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,33,1,39,1,0,29152,67,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,53,1,28,1,0,33005,165,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,22,1,2,1,0,36952,164,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,50,1,28,0,1,68905,253,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,31,1,28,1,0,43883,284,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,22,1,15,1,0,37583,240,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,26,1,41,1,0,33018,187,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,53,1,28,1,0,33820,171,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,24,1,26,1,0,29845,47,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,24,1,39,0,1,29331,118,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,21,1,30,1,0,27117,153,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,20,1,2,1,0,31035,139,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,35,1,46,0,1,37264,179,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,38,1,41,0,1,38911,64,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,47,1,28,0,1,50426,191,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,42,1,28,0,1,24367,2640,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,24,1,8,1,0,32657,187,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,67,1,28,0,1,24761,23,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,56,1,41,0,1,36904,192,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,38,1,28,1,0,34314,38,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,36,1,47,1,0,24553,105,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,55,1,37,0,1,35209,89,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,53,1,50,0,1,36377,249,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,44,1,33,0,1,41053,42,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,23,1,15,0,0,28701,243,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,22,1,13,0,1,30510,298,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,49,1,28,1,0,38396,292,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,21,1,36,1,0,36280,227,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,44,1,28,1,1,36948,183,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,22,1,13,0,1,20799,39,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,69,1,28,0,1,62802,130,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,64,1,50,0,1,25297,271,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,56,1,28,0,1,38390,102,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,23,1,8,1,0,32092,167,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,75,1,0,0,1,2630,193,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,22,1,2,0,0,30170,285,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,50,1,41,0,1,28743,152,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,24,1,8,1,0,55749,63,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,25,1,28,1,0,2630,291,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,26,1,46,1,0,39986,130,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,20,1,46,1,0,26606,277,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,27,1,30,1,0,27567,253,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,54,1,50,0,1,36451,250,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,20,1,5,0,1,52413,204,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,73,1,28,0,1,47335,241,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,28,1,47,1,0,29864,95,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,55,1,11,0,1,32880,216,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,27,1,37,1,0,32046,217,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,62,1,38,0,1,33629,86,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,44,1,28,1,0,37569,65,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,25,1,16,1,0,23595,36,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,40,1,46,0,1,2630,288,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,50,1,28,0,1,67832,40,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,43,1,15,0,0,2630,185,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,23,1,45,0,1,43429,156,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,43,1,46,0,1,36960,195,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,24,1,8,1,0,55336,233,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,29,1,8,0,1,2630,197,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,27,1,8,0,1,57776,188,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,21,1,8,1,0,43431,181,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,65,1,28,0,1,45425,152,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,41,1,46,0,1,26965,64,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,41,1,46,0,1,39243,79,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,44,1,28,0,1,36167,166,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,48,1,35,1,0,35403,15,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,69,1,28,1,0,24920,156,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,41,1,8,1,1,35083,29,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,23,1,28,0,1,40329,48,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,22,1,17,1,0,30658,77,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,21,1,26,0,1,31711,260,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,37,1,4,0,1,37127,29,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,28,1,28,1,0,56315,165,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,63,1,28,1,0,44055,100,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,25,1,8,1,0,46453,192,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,28,1,10,1,0,24073,143,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,31,1,28,0,1,2630,134,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,49,1,11,0,1,30664,73,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,25,1,30,1,0,30011,231,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,24,1,23,0,1,19898,282,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,21,1,10,0,1,24471,49,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,27,1,21,1,0,26078,52,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,67,1,28,0,1,2630,264,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,47,1,41,1,1,45422,28,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,61,1,28,0,1,74344,175,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,24,1,11,1,0,22746,34,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,47,1,21,0,1,2630,241,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,42,1,28,1,0,33681,252,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,47,1,28,0,1,39440,148,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,22,1,46,1,0,27894,106,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,30,1,29,0,1,2630,85,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,30,1,18,1,0,33938,53,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,49,1,41,1,0,2630,261,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,20,1,45,0,1,2630,93,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,48,1,28,0,1,42177,123,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,76,1,35,0,1,22767,236,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,28,1,50,1,0,25239,236,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,41,1,36,1,0,32581,95,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,48,1,28,0,1,32269,30,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,43,1,11,0,1,31919,23,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,29,1,14,1,0,2630,29,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,55,1,36,0,1,34837,198,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,43,1,28,0,1,62421,147,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,32,1,11,1,0,39772,82,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,36,1,45,1,0,2630,36,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,73,1,28,1,0,54642,37,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,21,1,28,0,1,2630,118,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,27,1,30,1,0,29030,133,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,23,1,2,1,0,25510,284,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,23,1,30,1,0,27518,208,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,58,1,8,1,0,72631,39,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,51,1,37,1,0,2630,14,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,45,1,28,1,0,40129,97,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,43,1,28,0,1,48356,244,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,62,1,28,0,1,50858,203,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,23,1,18,1,0,30700,247,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,26,1,6,1,0,25265,106,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,23,1,41,1,0,32873,168,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,49,1,46,0,1,29056,178,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,41,1,8,1,0,38307,70,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,23,1,12,1,0,34785,212,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,27,1,11,1,0,2630,169,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,71,1,28,0,1,28473,268,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,31,1,28,0,0,2630,42,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,44,1,4,0,1,28545,240,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,50,1,3,1,0,26685,133,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,24,1,12,1,0,23414,141,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,24,1,30,1,1,25814,100,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,52,1,23,0,1,39865,105,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,73,1,29,0,1,57607,153,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,58,1,46,0,1,29581,26,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,26,1,8,1,0,27438,170,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,30,1,8,1,0,2630,1404,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,44,1,30,1,0,38420,132,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
